hardware_id,created_at,Wh,voltage ry,voltage yb,voltage br,Voltage R,Voltage Y,Voltage B,Current R,Current Y,Current B
abcdefgh,2019-06-27T15:26:00.000Z,67544.71853,0,406,404,233,237,234,6.5,6.34375,7.1875
abcdefgh,2019-06-27T15:24:00.000Z,67521.19234,0,406,404,233,236,234,6.5,6.375,6.90625
abcdefgh,2019-06-27T15:22:00.000Z,67503.6895,0,406,404,232,236,233,6.53125,6.40625,7.0625
abcdefgh,2019-06-27T15:20:00.000Z,67486.27003,0,406,402,232,236,233,6.4375,6.3125,7.125
abcdefgh,2019-06-27T15:19:00.000Z,67468.61592,0,406,404,233,236,233,6.46875,6.21875,7.375
abcdefgh,2019-06-27T15:17:00.000Z,67451.21068,0,406,402,232,236,233,6.40625,6.3125,7.125
abcdefgh,2019-06-27T15:15:00.000Z,67433.53238,0,406,402,231,235,233,6.4375,6.25,7.21875
abcdefgh,2019-06-27T15:13:00.000Z,67415.93002,0,406,402,232,236,233,6.375,6.28125,7.25
abcdefgh,2019-06-27T15:11:00.000Z,67398.80735,0,406,402,231,235,233,6.375,6.34375,7.0625
abcdefgh,2019-06-27T15:10:00.000Z,67381.64695,0,406,402,233,235,233,6.375,6.25,7.21875
abcdefgh,2019-06-27T15:07:00.000Z,67356.43424,0,406,402,232,235,232,6.375,6.28125,7.34375
abcdefgh,2019-06-27T15:05:00.000Z,67339.26692,0,406,404,232,236,233,6.4375,6.25,7.25
abcdefgh,2019-06-27T15:03:00.000Z,67321.78522,0,406,402,232,236,233,6.5,6.21875,7.25
abcdefgh,2019-06-27T15:02:00.000Z,67304.55394,0,406,402,232,236,233,6.4375,6.21875,7.25
abcdefgh,2019-06-27T15:00:00.000Z,67285.34416,0,404,402,231,235,232,6.4375,6.25,7.1875
abcdefgh,2019-06-27T14:57:00.000Z,67261.58197,0,404,400,231,235,232,6.4375,6.25,7.21875
abcdefgh,2019-06-27T14:56:00.000Z,67248.31111,0,404,400,231,235,232,6.40625,6.28125,7.15625
abcdefgh,2019-06-27T14:53:00.000Z,67224.45655,0,404,400,230,234,232,6.4375,6.34375,7.03125
abcdefgh,2019-06-27T14:51:00.000Z,67208.04638,0,404,398,227,234,231,6.4375,6.28125,7.03125
abcdefgh,2019-06-27T14:50:00.000Z,67200.52561,0,402,400,231,234,231,6.34375,6.21875,7.1875
abcdefgh,2019-06-27T14:48:00.000Z,67176.39377,0,402,398,229,233,231,6.46875,6.34375,7.1875
abcdefgh,2019-06-27T14:46:00.000Z,67160.18018,0,402,398,229,233,231,6.46875,6.3125,7.09375
abcdefgh,2019-06-27T14:44:00.000Z,67144.34585,0,402,398,229,233,231,6.4375,6.3125,7.1875
abcdefgh,2019-06-27T14:42:00.000Z,67128.642,0,402,398,229,234,231,6.40625,6.3125,7.09375
abcdefgh,2019-06-27T14:40:00.000Z,67105.8922,0,402,398,230,234,231,6.5,6.3125,6.96875
abcdefgh,2019-06-27T14:38:00.000Z,67090.43927,0,402,398,229,233,231,6.4375,6.28125,7.03125
abcdefgh,2019-06-27T14:36:00.000Z,67075.24441,0,400,398,229,233,231,6.375,6.3125,6.96875
abcdefgh,2019-06-27T14:34:00.000Z,67060.00496,0,400,398,230,233,230,6.5,6.40625,7
abcdefgh,2019-06-27T14:33:00.000Z,67045.1152,0,400,396,229,232,230,6.40625,6.3125,7.03125
abcdefgh,2019-06-27T14:31:00.000Z,67030.30573,0,400,396,228,232,229,6.40625,6.21875,7.1875
abcdefgh,2019-06-27T14:29:00.000Z,67015.05616,0,402,398,229,233,230,6.375,6.1875,7.0625
abcdefgh,2019-06-27T14:27:00.000Z,66999.76537,0,402,398,229,233,230,6.40625,6.28125,7
abcdefgh,2019-06-27T14:25:00.000Z,66984.30418,0,400,398,230,233,230,6.34375,6.25,7.125
abcdefgh,2019-06-27T14:24:00.000Z,66968.67025,0,402,398,229,233,231,6.4375,6.28125,7.125
abcdefgh,2019-06-27T14:22:00.000Z,66952.75998,0,402,398,230,233,231,6.34375,6.375,7.0625
abcdefgh,2019-06-27T14:20:00.000Z,66936.88556,0,402,398,229,233,231,6.34375,6.25,7.28125
abcdefgh,2019-06-27T14:18:00.000Z,66920.54198,0,404,402,232,234,231,6.40625,6.34375,7.03125
abcdefgh,2019-06-27T14:16:00.000Z,66903.9549,0,404,402,232,234,232,6.375,6.34375,7.125
abcdefgh,2019-06-27T14:15:00.000Z,66886.41232,0,406,402,232,236,233,6.34375,6.25,7
abcdefgh,2019-06-27T14:13:00.000Z,66868.6342,0,404,402,231,235,233,6.375,6.28125,7.03125
abcdefgh,2019-06-27T14:11:00.000Z,66850.93781,0,406,402,231,236,233,6.40625,6.28125,7.09375
abcdefgh,2019-06-27T14:09:00.000Z,66832.923,0,406,404,234,236,233,6.34375,6.28125,7.09375
abcdefgh,2019-06-27T14:07:00.000Z,66814.58826,0,406,404,234,237,234,6.4375,6.1875,7.21875
abcdefgh,2019-06-27T14:06:00.000Z,66796.0673,0,408,406,235,237,234,6.40625,6.25,7.125
abcdefgh,2019-06-27T14:04:00.000Z,66777.48162,0,408,404,234,237,234,6.40625,6.3125,7.125
abcdefgh,2019-06-27T14:02:00.000Z,66758.58904,0,410,406,233,237,235,6.40625,6.3125,7.09375
abcdefgh,2019-06-27T14:00:00.000Z,66739.63283,0,408,406,234,238,235,6.46875,6.34375,7.03125
abcdefgh,2019-06-27T13:58:00.000Z,66720.79561,0,408,406,234,237,234,6.46875,6.25,7.09375
abcdefgh,2019-06-27T13:57:00.000Z,66701.79347,0,408,406,235,237,234,6.4375,6.3125,7.0625
abcdefgh,2019-06-27T13:55:00.000Z,66682.81646,0,408,406,234,238,235,6.4375,6.21875,7.28125
abcdefgh,2019-06-27T13:53:00.000Z,66663.91936,0,408,406,234,238,234,6.59375,6.4375,6.84375
abcdefgh,2019-06-27T13:51:00.000Z,66644.79712,0,408,406,234,238,235,6.40625,6.25,7.15625
abcdefgh,2019-06-27T13:49:00.000Z,66625.55713,0,410,406,234,238,235,6.3125,6.25,7.34375
abcdefgh,2019-06-27T13:48:00.000Z,66609.87005,0,400,398,230,232,229,6.25,6.09375,7.15625
abcdefgh,2019-06-27T13:45:00.000Z,66587.12839,0,400,396,228,232,230,6.34375,6.1875,7.125
abcdefgh,2019-06-27T13:43:00.000Z,66571.58915,0,400,398,229,232,230,6.375,6.28125,6.90625
abcdefgh,2019-06-27T13:41:00.000Z,66555.74401,0,400,398,229,232,230,6.3125,6.15625,7.15625
abcdefgh,2019-06-27T13:40:00.000Z,66539.67557,0,402,398,229,233,230,6.46875,6.3125,6.9375
abcdefgh,2019-06-27T13:38:00.000Z,66523.06187,0,402,398,229,234,231,6.375,6.21875,7.15625
abcdefgh,2019-06-27T13:37:00.000Z,66515.77124,0,402,400,231,234,231,6.40625,6.28125,7.15625
abcdefgh,2019-06-27T13:35:00.000Z,66499.12946,0,404,400,232,234,232,6.40625,6.21875,7.03125
abcdefgh,2019-06-27T13:33:00.000Z,66481.85495,0,406,402,231,235,233,6.375,6.25,7.21875
abcdefgh,2019-06-27T13:32:00.000Z,66464.11397,0,406,404,233,236,233,6.375,6.25,7.0625
abcdefgh,2019-06-27T13:30:00.000Z,66446.13736,0,406,404,232,236,234,6.53125,6.375,6.96875
abcdefgh,2019-06-27T13:28:00.000Z,66427.96801,0,408,404,233,237,234,6.5,6.34375,7.03125
abcdefgh,2019-06-27T13:25:00.000Z,66392.72893,0,408,404,234,237,234,6.3125,6.1875,7.25
abcdefgh,2019-06-27T13:23:00.000Z,66373.67124,0,408,406,234,237,234,6.46875,6.28125,7.25
abcdefgh,2019-06-27T13:21:00.000Z,66354.99386,0,408,406,234,237,235,6.4375,6.40625,7.09375
abcdefgh,2019-06-27T13:18:00.000Z,66327.71746,0,408,404,233,237,234,6.53125,6.375,7.09375
abcdefgh,2019-06-27T13:17:00.000Z,66308.79371,0,408,404,233,237,235,6.5,6.28125,7.1875
abcdefgh,2019-06-27T13:15:00.000Z,66289.99662,0,408,404,233,237,234,6.46875,6.34375,7.1875
abcdefgh,2019-06-27T13:13:00.000Z,66271.32794,0,408,406,234,238,235,6.5625,6.40625,7.0625
abcdefgh,2019-06-27T13:11:00.000Z,66252.27686,0,410,406,233,238,235,6.5,6.40625,7.03125
abcdefgh,2019-06-27T13:09:00.000Z,66233.32116,0,410,404,233,238,235,6.53125,6.375,7.1875
abcdefgh,2019-06-27T13:08:00.000Z,66214.39741,0,410,406,235,238,235,6.46875,6.3125,7.09375
abcdefgh,2019-06-27T13:06:00.000Z,66195.71549,0,410,406,234,238,235,6.4375,6.28125,7.25
abcdefgh,2019-06-27T13:04:00.000Z,66176.65843,0,410,406,235,238,235,6.53125,6.34375,7.28125
abcdefgh,2019-06-27T13:02:00.000Z,66157.63822,0,410,406,235,238,235,6.5,6.25,7.28125
abcdefgh,2019-06-27T13:01:00.000Z,66149.20058,0,408,406,234,238,235,6.5,6.4375,6.96875
abcdefgh,2019-06-27T13:00:00.000Z,66130.93805,0,406,404,232,237,234,6.46875,6.34375,7.0625
abcdefgh,2019-06-27T12:58:00.000Z,66110.02465,0,416,412,238,241,239,6.5625,6.46875,7
abcdefgh,2019-06-27T12:56:00.000Z,66088.47875,0,414,410,237,240,238,6.40625,6.28125,7.375
abcdefgh,2019-06-27T12:54:00.000Z,66067.39016,0,412,410,237,240,237,6.46875,6.3125,7.28125
abcdefgh,2019-06-27T12:52:00.000Z,66046.75681,0,412,410,237,239,237,6.5,6.3125,7.3125
abcdefgh,2019-06-27T12:51:00.000Z,66026.4344,0,412,408,236,238,236,6.4375,6.3125,7.25
abcdefgh,2019-06-27T12:49:00.000Z,66005.94967,0,412,410,236,238,236,6.40625,6.375,7.25
abcdefgh,2019-06-27T12:47:00.000Z,65985.0109,0,412,410,236,239,237,6.4375,6.3125,7.15625
abcdefgh,2019-06-27T12:45:00.000Z,65963.86937,0,412,410,237,239,237,6.4375,6.28125,7.3125
abcdefgh,2019-06-27T12:44:00.000Z,65942.74105,0,412,410,236,239,237,6.40625,6.3125,7.21875
abcdefgh,2019-06-27T12:42:00.000Z,65921.48195,0,412,412,237,239,237,6.46875,6.28125,7.34375
abcdefgh,2019-06-27T12:40:00.000Z,65900.04893,0,412,410,237,240,237,6.46875,6.3125,7.28125
abcdefgh,2019-06-27T12:38:00.000Z,65878.86589,0,412,410,236,240,237,6.34375,6.28125,7.3125
abcdefgh,2019-06-27T12:36:00.000Z,65857.92584,0,412,408,236,239,237,6.4375,6.3125,7.25
abcdefgh,2019-06-27T12:35:00.000Z,65835.75649,0,414,408,235,240,237,6.53125,6.375,8.875
abcdefgh,2019-06-27T12:33:00.000Z,65813.19756,0,414,408,237,240,237,6.4375,6.3125,8.875
abcdefgh,2019-06-27T12:31:00.000Z,65790.35106,0,412,410,236,240,237,6.5,6.3125,8.9375
abcdefgh,2019-06-27T12:29:00.000Z,65767.56902,0,412,410,236,240,237,6.5,6.3125,8.9375
abcdefgh,2019-06-27T12:27:00.000Z,65745.01172,0,412,408,236,239,236,6.46875,6.34375,9
abcdefgh,2019-06-27T12:26:00.000Z,65712.25585,0,412,408,235,239,236,19.625,19.625,21.125
abcdefgh,2019-06-27T12:24:00.000Z,65677.70688,0,412,408,236,239,236,20,19.25,21.25
abcdefgh,2019-06-27T12:22:00.000Z,65643.81377,0,410,406,234,238,236,20,19.625,21.125
abcdefgh,2019-06-27T12:20:00.000Z,65612.30789,0,400,396,228,233,230,20.125,19.75,20.5
abcdefgh,2019-06-27T12:18:00.000Z,65589.28471,0,402,398,230,233,231,19.875,19.375,20.625
abcdefgh,2019-06-27T12:17:00.000Z,65566.18213,0,400,398,229,233,230,19.75,19.25,21.375
abcdefgh,2019-06-27T12:15:00.000Z,65541.64213,0,400,396,228,232,230,19.875,19.875,20.625
abcdefgh,2019-06-27T12:13:00.000Z,65518.78402,0,400,396,229,233,230,20,19.625,20.75
abcdefgh,2019-06-27T12:11:00.000Z,65496.85499,0,402,398,230,233,231,19.75,19.375,21.125
abcdefgh,2019-06-27T12:09:00.000Z,65459.20649,0,400,398,229,233,230,19.875,19.75,20.25
abcdefgh,2019-06-27T12:06:00.000Z,65424.37794,0,402,398,230,233,231,19.625,19.125,20.75
abcdefgh,2019-06-27T12:02:00.000Z,65363.43737,0,402,400,231,234,231,19.75,19,20.5
abcdefgh,2019-06-27T12:00:00.000Z,65337.67985,0,402,398,229,233,231,19.875,19.25,21
abcdefgh,2019-06-27T11:57:00.000Z,65300.42292,0,402,398,230,234,231,19.75,18.875,21.875
abcdefgh,2019-06-27T11:55:00.000Z,65275.9941,0,402,398,229,234,231,19.625,19.5,20.875
abcdefgh,2019-06-27T11:54:00.000Z,65251.34408,0,402,398,230,233,231,19.875,19.625,21.125
abcdefgh,2019-06-27T11:52:00.000Z,65228.21242,0,402,400,231,234,231,20,19.375,21.125
abcdefgh,2019-06-27T11:50:00.000Z,65203.783,0,402,400,230,234,231,20.125,19.625,20.75
abcdefgh,2019-06-27T11:48:00.000Z,65179.79053,0,402,398,230,234,231,19.875,19.125,21.125
abcdefgh,2019-06-27T11:46:00.000Z,65154.35462,0,402,398,229,233,231,20.125,19.75,20.5
abcdefgh,2019-06-27T11:45:00.000Z,65131.06597,0,402,398,228,233,231,20.25,19.875,20.875
abcdefgh,2019-06-27T11:43:00.000Z,65107.53658,0,402,398,230,233,231,20,19.375,21
abcdefgh,2019-06-27T11:41:00.000Z,65081.13721,0,402,398,229,233,231,20.125,19.75,20.25
abcdefgh,2019-06-27T11:39:00.000Z,65055.31381,0,402,400,230,234,231,20.125,20,20.125
abcdefgh,2019-06-27T11:38:00.000Z,65029.45736,0,402,398,229,234,231,20,19.25,21
abcdefgh,2019-06-27T11:36:00.000Z,65004.34147,0,404,400,230,235,232,20,19.375,21.375
abcdefgh,2019-06-27T11:34:00.000Z,64978.55982,0,404,400,230,235,232,20.25,19.5,20.75
abcdefgh,2019-06-27T11:32:00.000Z,64952.51598,0,404,400,230,235,232,20.25,19.5,20.75
abcdefgh,2019-06-27T11:30:00.000Z,64926.11086,0,404,400,231,235,232,19.875,19.5,20.75
abcdefgh,2019-06-27T11:29:00.000Z,64898.75645,0,404,402,231,235,232,19.875,19.25,21.125
abcdefgh,2019-06-27T11:27:00.000Z,64872.45066,0,404,400,231,235,232,20.25,19.375,20.625
abcdefgh,2019-06-27T11:25:00.000Z,64846.52254,0,404,402,231,235,232,20.25,19.25,20.75
abcdefgh,2019-06-27T11:23:00.000Z,64821.24184,0,404,400,231,234,231,20.125,19.375,21.125
abcdefgh,2019-06-27T11:21:00.000Z,64794.97188,0,404,400,230,234,232,20.125,19.625,21.125
abcdefgh,2019-06-27T11:20:00.000Z,64769.68956,0,404,402,231,235,231,20.25,20,20.375
abcdefgh,2019-06-27T11:18:00.000Z,64742.9006,0,404,402,232,235,232,20.125,19.25,20.625
abcdefgh,2019-06-27T11:16:00.000Z,64716.62696,0,404,402,232,235,232,20.125,19.125,21.25
abcdefgh,2019-06-27T11:14:00.000Z,64689.8532,0,404,402,232,235,232,19.875,19,21.625
abcdefgh,2019-06-27T11:12:00.000Z,64662.63966,0,404,402,232,235,232,20,18.875,21.375
abcdefgh,2019-06-27T11:11:00.000Z,64633.43138,0,404,402,232,235,232,20,19.25,20.75
abcdefgh,2019-06-27T11:09:00.000Z,64605.52516,0,404,402,232,235,233,20.25,19.75,20.75
abcdefgh,2019-06-27T11:07:00.000Z,64577.80436,0,404,400,230,235,232,20.25,20.25,20.375
abcdefgh,2019-06-27T11:05:00.000Z,64551.57286,0,404,400,231,236,232,20,19.875,20.5
abcdefgh,2019-06-27T11:03:00.000Z,64524.49736,0,404,400,231,235,232,20.125,19.5,20.75
abcdefgh,2019-06-27T11:02:00.000Z,64499.29636,0,404,402,232,235,232,20.25,19.25,21.25
abcdefgh,2019-06-27T11:00:00.000Z,64471.58387,0,404,402,232,235,232,20.25,19.5,20.625
abcdefgh,2019-06-27T10:58:00.000Z,64444.55616,0,404,400,230,235,232,20.25,19.375,21.25
abcdefgh,2019-06-27T10:56:00.000Z,64417.96658,0,404,400,231,235,232,20.25,19.5,21.375
abcdefgh,2019-06-27T10:54:00.000Z,64392.48428,0,404,400,231,235,232,20.125,19.875,20.75
abcdefgh,2019-06-27T10:53:00.000Z,64365.8993,0,404,400,230,235,232,20.25,20.25,20.375
abcdefgh,2019-06-27T10:51:00.000Z,64338.02989,0,406,400,230,235,233,20.375,19.875,20.375
abcdefgh,2019-06-27T10:49:00.000Z,64311.42258,0,404,400,230,235,232,20.375,20,20.75
abcdefgh,2019-06-27T10:47:00.000Z,64284.96899,0,404,400,229,235,232,20.125,19.75,21.125
abcdefgh,2019-06-27T10:46:00.000Z,64257.52538,0,404,400,230,235,232,20.25,20.25,20
abcdefgh,2019-06-27T10:44:00.000Z,64231.57936,0,404,400,231,235,232,20.125,19.625,20.75
abcdefgh,2019-06-27T10:42:00.000Z,64205.77141,0,404,402,231,235,232,20.125,19.375,21.5
abcdefgh,2019-06-27T10:40:00.000Z,64175.83631,0,414,410,235,241,238,20.25,19.125,21.875
abcdefgh,2019-06-27T10:38:00.000Z,64139.62559,0,414,410,237,241,238,20.375,19.625,21.375
abcdefgh,2019-06-27T10:37:00.000Z,64107.28349,0,408,406,234,238,235,20.25,19.625,20.75
abcdefgh,2019-06-27T10:35:00.000Z,64075.69709,0,410,406,234,238,235,20.375,20,20.5
abcdefgh,2019-06-27T10:33:00.000Z,64043.12392,0,410,406,234,239,236,20.25,20,20.5
abcdefgh,2019-06-27T10:31:00.000Z,64011.64486,0,410,406,234,238,235,20.125,19.75,21
abcdefgh,2019-06-27T10:29:00.000Z,63979.8198,0,410,406,234,238,235,20.25,19.5,21.25
abcdefgh,2019-06-27T10:28:00.000Z,63948.25393,0,412,408,235,239,236,20.25,19.5,20.875
abcdefgh,2019-06-27T10:25:00.000Z,63901.19995,0,410,404,233,239,235,20.125,19.375,21.375
abcdefgh,2019-06-27T10:23:00.000Z,63869.96406,0,412,408,234,239,236,20.25,19.625,21.125
abcdefgh,2019-06-27T10:21:00.000Z,63837.50446,0,412,408,234,238,236,20.25,19.625,21.125
abcdefgh,2019-06-27T10:20:00.000Z,63805.72621,0,410,408,235,238,236,19.875,19.5,21.5
abcdefgh,2019-06-27T10:18:00.000Z,63772.14379,0,410,406,234,239,236,20.375,19.375,21.75
abcdefgh,2019-06-27T10:16:00.000Z,63739.28203,0,410,406,235,239,236,20.125,19.375,21.625
abcdefgh,2019-06-27T10:14:00.000Z,63705.60349,0,410,408,236,238,236,20,19.5,21.375
abcdefgh,2019-06-27T10:12:00.000Z,63671.60719,0,412,408,235,239,236,20,19.5,21.25
abcdefgh,2019-06-27T10:11:00.000Z,63641.7493,0,402,398,229,233,230,20.125,19.5,20.625
abcdefgh,2019-06-27T10:09:00.000Z,63617.8041,0,402,398,228,233,230,20.25,19.625,20.875
abcdefgh,2019-06-27T10:07:00.000Z,63593.46641,0,402,398,228,233,230,20.25,20.125,20.625
abcdefgh,2019-06-27T10:05:00.000Z,63568.4017,0,402,398,230,234,231,20.125,20,20
abcdefgh,2019-06-27T10:04:00.000Z,63543.71368,0,404,400,230,234,231,20.125,19.75,21.25
abcdefgh,2019-06-27T10:02:00.000Z,63517.70909,0,404,400,231,235,232,20.5,19.875,21.125
abcdefgh,2019-06-27T10:00:00.000Z,63491.33746,0,404,400,229,235,232,20.125,19.875,20.625
abcdefgh,2019-06-27T09:58:00.000Z,63465.2425,0,404,400,229,235,232,20.125,19.875,20.5
abcdefgh,2019-06-27T09:56:00.000Z,63439.11959,0,404,402,232,235,232,20.125,20,20.75
abcdefgh,2019-06-27T09:55:00.000Z,63412.83805,0,404,402,231,235,232,20.125,19.375,21
abcdefgh,2019-06-27T09:53:00.000Z,63386.02891,0,404,400,229,235,232,20.375,19.625,21.125
abcdefgh,2019-06-27T09:51:00.000Z,63358.403,0,404,400,231,235,232,20,19.625,21.25
abcdefgh,2019-06-27T09:49:00.000Z,63331.91639,0,404,402,231,235,232,20.25,20,20.625
abcdefgh,2019-06-27T09:47:00.000Z,63304.90098,0,404,400,231,235,232,20.25,19.875,21.25
abcdefgh,2019-06-27T09:46:00.000Z,63278.29525,0,404,400,230,235,232,20.375,19.75,20.875
abcdefgh,2019-06-27T09:43:00.000Z,63237.44753,0,406,402,232,235,233,20.25,19.625,20.625
abcdefgh,2019-06-27T09:41:00.000Z,63209.13248,0,406,404,232,236,233,20.125,19.5,21.25
abcdefgh,2019-06-27T09:39:00.000Z,63179.20236,0,406,402,232,236,233,20.125,19.75,20.5
abcdefgh,2019-06-27T09:38:00.000Z,63150.87109,0,406,402,231,236,233,20.375,20,20.375
abcdefgh,2019-06-27T09:36:00.000Z,63123.9879,0,406,402,232,235,233,20.375,19.625,20.625
abcdefgh,2019-06-27T09:34:00.000Z,63096.40794,0,406,402,232,236,233,20.375,19.75,21
abcdefgh,2019-06-27T09:32:00.000Z,63067.1535,0,406,404,232,236,233,20.375,19.875,20.625
abcdefgh,2019-06-27T09:30:00.000Z,63038.12371,0,406,404,233,236,233,20.25,19.75,21.25
abcdefgh,2019-06-27T09:28:00.000Z,63010.4629,0,408,402,232,236,234,20.25,20,21.125
abcdefgh,2019-06-27T09:27:00.000Z,62982.40392,0,408,404,233,237,234,20.25,20,20.75
abcdefgh,2019-06-27T09:25:00.000Z,62953.97698,0,408,402,232,237,234,20.125,19.875,20.75
abcdefgh,2019-06-27T09:23:00.000Z,62923.46946,0,408,402,231,237,234,20.5,20.125,20.5
abcdefgh,2019-06-27T09:21:00.000Z,62892.84,0,408,404,233,238,235,20.375,19.875,20.375
abcdefgh,2019-06-27T09:20:00.000Z,62861.94787,0,410,406,234,237,235,20.375,19.75,20.75
abcdefgh,2019-06-27T09:18:00.000Z,62828.62001,0,410,404,232,238,235,20.25,19.625,21.125
abcdefgh,2019-06-27T09:16:00.000Z,62795.00725,0,410,404,231,238,235,20.625,20.5,20.5
abcdefgh,2019-06-27T09:14:00.000Z,62762.89176,0,410,406,233,238,235,20.25,19.875,21
abcdefgh,2019-06-27T09:12:00.000Z,62729.75222,0,410,406,234,239,236,20.25,19.375,21.5
abcdefgh,2019-06-27T09:11:00.000Z,62695.25743,0,410,408,235,238,236,20.25,19.625,21
abcdefgh,2019-06-27T09:09:00.000Z,62660.67631,0,412,408,235,238,236,19.75,19.5,20.875
abcdefgh,2019-06-27T09:07:00.000Z,62631.36638,0,400,398,228,233,230,20.25,19.5,20.5
abcdefgh,2019-06-27T09:05:00.000Z,62604.0482,0,402,398,229,234,230,20.375,20,20.25
abcdefgh,2019-06-27T09:03:00.000Z,62565.3199,0,402,400,229,234,231,20,19.125,20.625
abcdefgh,2019-06-27T09:01:00.000Z,62538.778,0,402,398,229,234,231,20,19.375,20.75
abcdefgh,2019-06-27T08:59:00.000Z,62511.33413,0,402,398,228,234,231,20.125,19.5,21.5
abcdefgh,2019-06-27T08:57:00.000Z,62483.80711,0,402,398,229,234,231,20.25,19.25,20.75
abcdefgh,2019-06-27T08:55:00.000Z,62454.79236,0,402,398,229,234,231,20.375,19.625,21
abcdefgh,2019-06-27T08:54:00.000Z,62428.04813,0,402,398,230,234,231,20.375,19.625,21.625
abcdefgh,2019-06-27T08:52:00.000Z,62400.68429,0,402,400,230,234,231,20.25,19.125,21.5
abcdefgh,2019-06-27T08:50:00.000Z,62371.33876,0,404,400,230,235,232,20.375,19.625,21.125
abcdefgh,2019-06-27T08:48:00.000Z,62343.95197,0,404,400,230,235,232,20.625,20.5,20.125
abcdefgh,2019-06-27T08:46:00.000Z,62317.21504,0,404,400,230,235,232,20.25,19.75,21
abcdefgh,2019-06-27T08:45:00.000Z,62289.96295,0,404,402,230,235,232,20.375,19.625,20.5
abcdefgh,2019-06-27T08:43:00.000Z,62261.59571,0,404,400,231,235,232,20.625,20.375,20
abcdefgh,2019-06-27T08:41:00.000Z,62234.21486,0,406,400,230,235,232,20.375,19.625,20.875
abcdefgh,2019-06-27T08:39:00.000Z,62205.57468,0,404,402,231,235,232,20.625,20.625,19.875
abcdefgh,2019-06-27T08:38:00.000Z,62176.36675,0,406,400,230,236,232,20.375,20.25,20
abcdefgh,2019-06-27T08:36:00.000Z,62147.4637,0,406,402,230,235,233,20.25,19.75,20.25
abcdefgh,2019-06-27T08:34:00.000Z,62118.42624,0,406,402,231,236,232,20.5,20,19.875
abcdefgh,2019-06-27T08:31:00.000Z,62077.29755,0,404,402,232,236,233,20.125,19.625,20.75
abcdefgh,2019-06-27T08:30:00.000Z,62046.22828,0,404,402,232,236,233,20.375,20,20.625
abcdefgh,2019-06-27T08:28:00.000Z,62016.90088,0,406,402,232,236,233,20.75,20.125,20.75
abcdefgh,2019-06-27T08:26:00.000Z,61988.64199,0,406,402,231,236,232,20.625,20.25,20.125
abcdefgh,2019-06-27T08:24:00.000Z,61960.27956,0,406,400,231,235,232,20.5,19.875,20.5
abcdefgh,2019-06-27T08:22:00.000Z,61931.91588,0,406,400,230,236,232,20.625,20,20.75
abcdefgh,2019-06-27T08:21:00.000Z,61904.21143,0,406,402,232,236,232,20.5,19.5,21.125
abcdefgh,2019-06-27T08:19:00.000Z,61874.71772,0,406,404,233,236,233,20.375,19.625,20.75
abcdefgh,2019-06-27T08:17:00.000Z,61844.83174,0,406,402,232,236,233,20.25,19.5,20.25
abcdefgh,2019-06-27T08:15:00.000Z,61816.00807,0,406,402,232,236,233,20.75,19.75,20.875
abcdefgh,2019-06-27T08:13:00.000Z,61786.45258,0,406,402,232,236,233,20.5,20,20.5
abcdefgh,2019-06-27T08:12:00.000Z,61758.58295,0,406,402,231,236,233,20.5,20,20.875
abcdefgh,2019-06-27T08:10:00.000Z,61729.94507,0,406,402,231,236,233,20.5,19.5,22
abcdefgh,2019-06-27T08:08:00.000Z,61700.03045,0,408,404,233,237,233,20.75,19.625,21.375
abcdefgh,2019-06-27T08:06:00.000Z,61669.80984,0,406,402,232,236,233,20.5,20,21.125
abcdefgh,2019-06-27T08:05:00.000Z,61641.25012,0,406,404,232,237,234,20.5,20,21.125
abcdefgh,2019-06-27T08:03:00.000Z,61611.50788,0,408,404,233,237,234,20.625,19.625,20.875
abcdefgh,2019-06-27T08:01:00.000Z,61582.81925,0,406,402,233,236,233,20.5,19.75,20.875
abcdefgh,2019-06-27T07:59:00.000Z,61554.61273,0,406,402,231,236,233,20.625,19.75,20.625
abcdefgh,2019-06-27T07:57:00.000Z,61525.88873,0,406,402,231,236,233,20.375,19.875,21.375
abcdefgh,2019-06-27T07:56:00.000Z,61497.3735,0,406,402,231,236,233,20.625,19.75,21.625
abcdefgh,2019-06-27T07:54:00.000Z,61469.83676,0,406,402,232,236,233,20.25,19.5,21.5
abcdefgh,2019-06-27T07:52:00.000Z,61440.92476,0,406,402,232,236,233,20.25,19.625,21.25
abcdefgh,2019-06-27T07:50:00.000Z,61411.37782,0,406,402,232,235,233,20.25,19.5,21.625
abcdefgh,2019-06-27T07:48:00.000Z,61383.80953,0,404,402,232,235,233,20.375,19.75,21.25
abcdefgh,2019-06-27T07:47:00.000Z,61355.98961,0,406,402,233,235,233,20.5,19.625,21
abcdefgh,2019-06-27T07:45:00.000Z,61327.58304,0,406,404,233,235,233,20.375,19.375,21.375
abcdefgh,2019-06-27T07:43:00.000Z,61299.22705,0,406,404,233,236,233,20.25,19.25,21.625
abcdefgh,2019-06-27T07:41:00.000Z,61269.63223,0,404,400,231,235,233,20.25,19.75,21.5
abcdefgh,2019-06-27T07:40:00.000Z,61252.60469,0,406,402,232,236,233,6.5,6.40625,6.0625
abcdefgh,2019-06-27T07:38:00.000Z,61235.6772,0,406,404,232,236,233,6.5625,6.3125,5.9375
abcdefgh,2019-06-27T07:36:00.000Z,61218.83808,0,406,404,232,236,233,6.53125,6.40625,6.03125
